E+Version,Climate,System,Parametric,Heating [kBtu],Cooling [kBtu],Fan [kBtu],Heat [kWh],Cool [kWh],Fan [kWh],U,SHGC,Run
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00035Table.csv,66898.43,19195.38,5687.38,19601.24,5624.2,1666.40234,1.1,0.7,35
9.5,3A,Gas,MEM+gasfurnace+slab+1990_para00036Table.csv,65333.72,20771.59,6127.2,19142.78,6086.1,1795.2696,1.1,0.85,36
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00001Table.csv,40631.17,10308.38,2676.33,11904.93,3020.4,784.16469,0.1,0.1,1
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00002Table.csv,37677.14,12232.71,3136.54,11039.4,3584.2,919.00622,0.1,0.25,2
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00003Table.csv,35379.78,14181.66,3613.75,10366.28,4155.2,1058.82875,0.1,0.4,3
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00004Table.csv,33537.32,16232.68,4136.78,9826.43,4756.2,1212.07654,0.1,0.55,4
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00005Table.csv,32124.46,18288.82,4667.36,9412.47,5358.6,1367.53648,0.1,0.7,5
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00006Table.csv,31002.16,20347.68,5197.59,9083.63,5961.9,1522.89387,0.1,0.85,6
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00007Table.csv,46946.05,10224.29,2772.2,13755.19,2995.7,812.2546,0.3,0.1,7
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00008Table.csv,43759.44,12127,3242.86,12821.52,3553.2,950.15798,0.3,0.25,8
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00009Table.csv,41280.87,14005.49,3715.2,12095.29,4103.6,1088.5536,0.3,0.4,9
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00010Table.csv,39264.23,15911.13,4211.9,11504.42,4662,1234.0867,0.3,0.55,10
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00011Table.csv,37660.87,17875.09,4726.06,11034.63,5237.4,1384.73558,0.3,0.7,11
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00012Table.csv,36370.7,19870.96,5246.37,10656.62,5822.2,1537.18641,0.3,0.85,12
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00013Table.csv,52405.95,10191,2856.05,15354.94,2986,836.82265,0.5,0.1,13
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00014Table.csv,49074.15,12048.2,3329.49,14378.73,3530.1,975.54057,0.5,0.25,14
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00015Table.csv,46477.85,13855.73,3799.27,13618.01,4059.7,1113.18611,0.5,0.4,15
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00016Table.csv,44301.95,15705.22,4287.54,12980.47,4601.6,1256.24922,0.5,0.55,16
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00017Table.csv,42546.77,17606.56,4784.14,12466.2,5158.7,1401.75302,0.5,0.7,17
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00018Table.csv,41126.69,19530.32,5298.1,12050.12,5722.4,1552.3433,0.5,0.85,18
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00019Table.csv,57053.78,10257.06,2953.44,16716.76,3005.3,865.35792,0.7,0.1,19
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00020Table.csv,53401.78,12226.51,3465.41,15646.72,3582.4,1015.36513,0.7,0.25,20
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00021Table.csv,50637.26,14093.29,3962.68,14836.72,4129.3,1161.06524,0.7,0.4,21
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00022Table.csv,48442.88,15889.08,4435.96,14193.76,4655.5,1299.73628,0.7,0.55,22
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00023Table.csv,46643.85,17727.77,4926.95,13666.65,5194.2,1443.59635,0.7,0.7,23
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00024Table.csv,45207.77,19549.1,5416.77,13245.88,5727.9,1587.11361,0.7,0.85,24
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00025Table.csv,61185.51,10321.39,3036.53,17927.35,3024.2,889.70329,0.9,0.1,25
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00026Table.csv,57219.81,12397.26,3594.67,16765.4,3632.4,1053.23831,0.9,0.25,26
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00027Table.csv,54290.98,14345.99,4115.35,15907.26,4203.4,1205.79755,0.9,0.4,27
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00028Table.csv,52079.02,16128.25,4594.03,15259.15,4725.6,1346.05079,0.9,0.55,28
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00029Table.csv,50274.45,17868.93,5060.91,14730.41,5235.6,1482.84663,0.9,0.7,29
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00030Table.csv,48859.04,19576.83,5520.93,14315.7,5736,1617.63249,0.9,0.85,30
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00031Table.csv,63561.31,10369.06,3091.22,18623.46,3038.1,905.72746,1.1,0.1,31
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00032Table.csv,59478.45,12492.32,3669.52,17427.19,3660.2,1075.16936,1.1,0.25,32
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00033Table.csv,56509.8,14439.14,4195.27,16557.37,4230.7,1229.21411,1.1,0.4,33
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00034Table.csv,54289.14,16184.99,4666.83,15906.72,4742.2,1367.38119,1.1,0.55,34
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00035Table.csv,52485.59,17861.86,5109.45,15378.28,5233.5,1497.06885,1.1,0.7,35
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00036Table.csv,51067.92,19500.28,5551.08,14962.9,5713.6,1626.46644,1.1,0.85,36
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00001Table.csv,19555.75,8386.28,1976.49,5729.83,2457.2,579.11157,0.1,0.1,1
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00002Table.csv,17125.98,10361.96,2400.91,5017.91,3036.1,703.46663,0.1,0.25,2
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00003Table.csv,15519.44,12401.19,2876.24,4547.2,3633.5,842.73832,0.1,0.4,3
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00004Table.csv,14419.01,14577.36,3396.27,4224.77,4271.2,995.10711,0.1,0.55,4
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00005Table.csv,13644.84,16724.26,3933.58,3997.94,4900.2,1152.53894,0.1,0.7,5
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00006Table.csv,13033.56,18861.69,4474.23,3818.83,5526.5,1310.94939,0.1,0.85,6
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00007Table.csv,25532.53,8251.83,2075.56,7481.03,2417.8,608.13908,0.3,0.1,7
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00008Table.csv,22723.52,10173.92,2513.01,6657.99,2981,736.31193,0.3,0.25,8
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00009Table.csv,20777.13,12104.14,2974.96,6087.7,3546.5,871.66328,0.3,0.4,9
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00010Table.csv,19384.4,14118.42,3467.81,5679.63,4136.7,1016.06833,0.3,0.55,10
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00011Table.csv,18381.55,16179.7,3992.05,5385.79,4740.7,1169.67065,0.3,0.7,11
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00012Table.csv,17612.66,18252.68,4525.85,5160.51,5348,1326.07405,0.3,0.85,12
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00013Table.csv,30822.38,8186.73,2168.75,9030.96,2398.7,635.44375,0.5,0.1,13
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00014Table.csv,27765.53,10045.09,2608.84,8135.3,2943.2,764.39012,0.5,0.25,14
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00015Table.csv,25582.58,11899.92,3060.46,7495.7,3486.7,896.71478,0.5,0.4,15
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00016Table.csv,23944.84,13830.23,3546.07,7015.84,4052.3,1038.99851,0.5,0.55,16
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00017Table.csv,22737.64,15813.42,4056.8,6662.13,4633.3,1188.6424,0.5,0.7,17
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00018Table.csv,21820.84,17815.53,4579.15,6393.51,5220,1341.69095,0.5,0.85,18
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00019Table.csv,35387.66,8228.23,2267.26,10368.58,2410.9,664.30718,0.7,0.1,19
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00020Table.csv,31964.94,10193.16,2746.15,9365.73,2986.6,804.62195,0.7,0.25,20
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00021Table.csv,29568.11,12098.64,3222.49,8663.46,3544.9,944.18957,0.7,0.4,21
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00022Table.csv,27836.48,13955.85,3701.64,8156.09,4089.1,1084.58052,0.7,0.55,22
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00023Table.csv,26534.04,15878.66,4201.68,7774.47,4652.4,1231.09224,0.7,0.7,23
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00024Table.csv,25553.66,17774.64,4694.96,7487.22,5208,1375.62328,0.7,0.85,24
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00025Table.csv,39477.96,8282.46,2353.2,11567.04,2426.8,689.4876,0.9,0.1,25
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00026Table.csv,35707.29,10353.26,2870.64,10462.24,3033.5,841.09752,0.9,0.25,26
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00027Table.csv,33116.27,12329.2,3384.77,9703.07,3612.5,991.73761,0.9,0.4,27
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00028Table.csv,31307.39,14158.46,3861.06,9173.07,4148.4,1131.29058,0.9,0.55,28
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00029Table.csv,29951.99,15987.2,4334.4,8775.93,4684.2,1269.9792,0.9,0.7,29
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00030Table.csv,28948.57,17768.14,4806.31,8481.93,5206.1,1408.24883,0.9,0.85,30
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00031Table.csv,41840.94,8334.36,2410.28,12259.4,2442,706.21204,1.1,0.1,31
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00032Table.csv,37932.06,10440,2948.54,11114.09,3058.9,863.92222,1.1,0.25,32
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00033Table.csv,35275.05,12403.77,3465.47,10335.59,3634.3,1015.38271,1.1,0.4,33
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00034Table.csv,33422.87,14203.21,3931.35,9792.9,4161.5,1151.88555,1.1,0.55,34
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00035Table.csv,32038.92,15949.01,4390.28,9387.4,4673.1,1286.35204,1.1,0.7,35
9.5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00036Table.csv,31007.23,17659.05,4844.25,9085.12,5174.1,1419.36525,1.1,0.85,36
9.5,4A,Elec,BWI+elecres+slab+1990_para00001Table.csv,73020.14,6189.55,2839.86,21394.9,1813.5,832.07898,0.1,0.1,1
9.5,4A,Elec,BWI+elecres+slab+1990_para00002Table.csv,69207.92,7538.21,3309.49,20277.92,2208.7,969.68057,0.1,0.25,2
9.5,4A,Elec,BWI+elecres+slab+1990_para00003Table.csv,65925.98,8919.82,3773.72,19316.31,2613.5,1105.69996,0.1,0.4,3
9.5,4A,Elec,BWI+elecres+slab+1990_para00004Table.csv,62930.97,10396.88,4255.31,18438.77,3046.3,1246.80583,0.1,0.55,4
9.5,4A,Elec,BWI+elecres+slab+1990_para00005Table.csv,60377.42,11887.17,4730.55,17690.58,3482.9,1386.05115,0.1,0.7,5
9.5,4A,Elec,BWI+elecres+slab+1990_para00006Table.csv,58179.74,13422.66,5213.96,17046.66,3932.8,1527.69028,0.1,0.85,6
9.5,4A,Elec,BWI+elecres+slab+1990_para00007Table.csv,80504.6,6100.91,2946.96,23587.85,1787.6,863.45928,0.3,0.1,7
9.5,4A,Elec,BWI+elecres+slab+1990_para00008Table.csv,76542.79,7422.37,3426.89,22427.04,2174.8,1004.07877,0.3,0.25,8
9.5,4A,Elec,BWI+elecres+slab+1990_para00009Table.csv,73196.31,8764.86,3886.33,21446.52,2568.1,1138.69469,0.3,0.4,9
9.5,4A,Elec,BWI+elecres+slab+1990_para00010Table.csv,70161.83,10127.63,4351.14,20557.42,2967.4,1274.88402,0.3,0.55,10
9.5,4A,Elec,BWI+elecres+slab+1990_para00011Table.csv,67465.41,11559.98,4815.62,19767.37,3387.1,1410.97666,0.3,0.7,11
9.5,4A,Elec,BWI+elecres+slab+1990_para00012Table.csv,65114.55,13024.65,5288,19078.56,3816.2,1549.384,0.3,0.85,12
9.5,4A,Elec,BWI+elecres+slab+1990_para00013Table.csv,86930.02,6043.65,3041.72,25470.5,1770.8,891.22396,0.5,0.1,13
9.5,4A,Elec,BWI+elecres+slab+1990_para00014Table.csv,82886.78,7340.26,3523.49,24285.83,2150.7,1032.38257,0.5,0.25,14
9.5,4A,Elec,BWI+elecres+slab+1990_para00015Table.csv,79501.07,8620.14,3979.5,23293.81,2525.7,1165.9935,0.5,0.4,15
9.5,4A,Elec,BWI+elecres+slab+1990_para00016Table.csv,76399.1,9948.42,4438.68,22384.94,2914.9,1300.53324,0.5,0.55,16
9.5,4A,Elec,BWI+elecres+slab+1990_para00017Table.csv,73613.12,11321.88,4899.21,21568.64,3317.3,1435.46853,0.5,0.7,17
9.5,4A,Elec,BWI+elecres+slab+1990_para00018Table.csv,71160.55,12730.71,5362.63,20850.04,3730.1,1571.25059,0.5,0.85,18
9.5,4A,Elec,BWI+elecres+slab+1990_para00019Table.csv,92367.46,6066.64,3144.52,27063.67,1777.5,921.34436,0.7,0.1,19
9.5,4A,Elec,BWI+elecres+slab+1990_para00020Table.csv,88002.28,7434.95,3668.17,25784.67,2178.4,1074.77381,0.7,0.25,20
9.5,4A,Elec,BWI+elecres+slab+1990_para00021Table.csv,84449.11,8760.77,4149.41,24743.59,2566.9,1215.77713,0.7,0.4,21
9.5,4A,Elec,BWI+elecres+slab+1990_para00022Table.csv,81396.37,10047.7,4599.91,23849.14,2944,1347.77363,0.7,0.55,22
9.5,4A,Elec,BWI+elecres+slab+1990_para00023Table.csv,78618.42,11385.51,5053.79,23035.2,3336,1480.76047,0.7,0.7,23
9.5,4A,Elec,BWI+elecres+slab+1990_para00024Table.csv,76200.25,12717.7,5502.07,22326.67,3726.3,1612.10651,0.7,0.85,24
9.5,4A,Elec,BWI+elecres+slab+1990_para00025Table.csv,97180.57,6083.44,3238.15,28473.91,1782.4,948.77795,0.9,0.1,25
9.5,4A,Elec,BWI+elecres+slab+1990_para00026Table.csv,92498.78,7525.51,3803.11,27102.14,2205,1114.31123,0.9,0.25,26
9.5,4A,Elec,BWI+elecres+slab+1990_para00027Table.csv,88776.92,8902.76,4312.51,26011.64,2608.5,1263.56543,0.9,0.4,27
9.5,4A,Elec,BWI+elecres+slab+1990_para00028Table.csv,85742.35,10186.61,4767.26,25122.51,2984.7,1396.80718,0.9,0.55,28
9.5,4A,Elec,BWI+elecres+slab+1990_para00029Table.csv,83005.18,11466.39,5205.98,24320.52,3359.7,1525.35214,0.9,0.7,29
9.5,4A,Elec,BWI+elecres+slab+1990_para00030Table.csv,80668.43,12719.6,5627.2,23635.85,3726.8,1648.7696,0.9,0.85,30
9.5,4A,Elec,BWI+elecres+slab+1990_para00031Table.csv,99938.43,6105.94,3297.56,29281.96,1789,966.18508,1.1,0.1,31
9.5,4A,Elec,BWI+elecres+slab+1990_para00032Table.csv,95146.11,7573.48,3878.76,27877.81,2219,1136.47668,1.1,0.25,32
9.5,4A,Elec,BWI+elecres+slab+1990_para00033Table.csv,91397.86,8946.59,4392.18,26779.57,2621.4,1286.90874,1.1,0.4,33
9.5,4A,Elec,BWI+elecres+slab+1990_para00034Table.csv,88383.05,10204.05,4841.12,25896.23,2989.8,1418.44816,1.1,0.55,34
9.5,4A,Elec,BWI+elecres+slab+1990_para00035Table.csv,85692.15,11426.89,5263.1,25107.8,3348.1,1542.0883,1.1,0.7,35
9.5,4A,Elec,BWI+elecres+slab+1990_para00036Table.csv,83390.87,12635.91,5670.67,24433.52,3702.3,1661.50631,1.1,0.85,36
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00001Table.csv,54592.66,5275.1,2213.1,15995.65,1545.6,648.4383,0.1,0.1,1
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00002Table.csv,50783.72,6655.1,2648.39,14879.63,1949.9,775.97827,0.1,0.25,2
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00003Table.csv,47571.32,8091.46,3095.15,13938.4,2370.8,906.87895,0.1,0.4,3
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00004Table.csv,44763.2,9639.35,3563.02,13115.62,2824.3,1043.96486,0.1,0.55,4
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00005Table.csv,42473.51,11211.7,4035.95,12444.74,3285,1182.53335,0.1,0.7,5
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00006Table.csv,40624.65,12850.5,4526.82,11903.02,3765.2,1326.35826,0.1,0.85,6
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00007Table.csv,62159.31,5165.25,2313.03,18212.68,1513.4,677.71779,0.3,0.1,7
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00008Table.csv,58152.35,6522.1,2767.02,17038.64,1911,810.73686,0.3,0.25,8
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00009Table.csv,54834.39,7894.3,3215.25,16066.48,2313,942.06825,0.3,0.4,9
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00010Table.csv,51901.06,9321.13,3666.75,15207.01,2731.1,1074.35775,0.3,0.55,10
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00011Table.csv,49406.27,10812.73,4130.19,14476.04,3168.1,1210.14567,0.3,0.7,11
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00012Table.csv,47321.51,12353.38,4603.87,13865.2,3619.5,1348.93391,0.3,0.85,12
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00013Table.csv,68682.23,5112.88,2404.85,20123.89,1498.1,704.62105,0.5,0.1,13
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00014Table.csv,64558.4,6423.01,2869.71,18915.61,1881.9,840.82503,0.5,0.25,14
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00015Table.csv,61173.42,7738.76,3313.12,17923.81,2267.5,970.74416,0.5,0.4,15
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00016Table.csv,58129,9106.74,3764.11,17031.8,2668.3,1102.88423,0.5,0.55,16
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00017Table.csv,55489.59,10538.02,4220.58,16258.45,3087.6,1236.62994,0.5,0.7,17
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00018Table.csv,53241.42,12003.57,4681.62,15599.74,3517,1371.71466,0.5,0.85,18
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00019Table.csv,74215.74,5131.47,2507.56,21745.21,1503.5,734.71508,0.7,0.1,19
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00020Table.csv,69752.82,6503.91,3010.79,20437.58,1905.6,882.16147,0.7,0.25,20
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00021Table.csv,66190.71,7856.95,3482.11,19393.88,2302.1,1020.25823,0.7,0.4,21
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00022Table.csv,63174.52,9186.4,3928.3,18510.13,2691.6,1150.9919,0.7,0.55,22
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00023Table.csv,60501.24,10568.1,4377.75,17726.86,3096.5,1282.68075,0.7,0.7,23
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00024Table.csv,58247.1,11967.31,4819.35,17066.4,3506.4,1412.06955,0.7,0.85,24
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00025Table.csv,79119.15,5143.37,2599.37,23181.91,1507,761.61541,0.9,0.1,25
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00026Table.csv,74324.92,6597.66,3145.69,21777.2,1933.1,921.68717,0.9,0.25,26
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00027Table.csv,70589.19,8004.85,3641.17,20682.63,2345.4,1066.86281,0.9,0.4,27
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00028Table.csv,67577.71,9321.48,4089.04,19800.27,2731.2,1198.08872,0.9,0.55,28
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00029Table.csv,64909.65,10639.6,4526.98,19018.53,3117.4,1326.40514,0.9,0.7,29
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00030Table.csv,62705.39,11954.58,4951.36,18372.68,3502.7,1450.74848,0.9,0.85,30
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00031Table.csv,81928.65,5169.9,2656.94,24005.09,1514.8,778.48342,1.1,0.1,31
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00032Table.csv,77014.83,6650.9,3218.94,22565.35,1948.7,943.14942,1.1,0.25,32
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00033Table.csv,73246.36,8041.65,3723,21461.18,2356.2,1090.839,1.1,0.4,33
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00034Table.csv,70248.49,9333.82,4166.4,20582.81,2734.8,1220.7552,1.1,0.55,34
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00035Table.csv,67607.51,10602.19,4585.9,19809,3106.4,1343.6687,1.1,0.7,35
9.5,4A,Elec,BWI+elecres+slab+IECC_2006_para00036Table.csv,65421.99,11859.03,4997.95,19168.64,3474.7,1464.39935,1.1,0.85,36
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00001Table.csv,28596.43,4296.52,1533.52,8378.75,1258.9,449.32136,0.1,0.1,1
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00002Table.csv,25169.97,5714.7,1909.86,7374.8,1674.4,559.58898,0.1,0.25,2
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00003Table.csv,22574.38,7232.31,2315.42,6614.29,2119.1,678.41806,0.1,0.4,3
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00004Table.csv,20644.45,8924.33,2776.87,6048.82,2614.8,813.62291,0.1,0.55,4
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00005Table.csv,19277.01,10674.02,3262.22,5648.16,3127.5,955.83046,0.1,0.7,5
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00006Table.csv,18238.72,12480.83,3763.47,5343.94,3656.9,1102.69671,0.1,0.85,6
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00007Table.csv,36003.73,4148.21,1642.33,10549.09,1215.4,481.20269,0.3,0.1,7
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00008Table.csv,32253.51,5513.11,2036.55,9450.28,1615.3,596.70915,0.3,0.25,8
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00009Table.csv,29350.83,6949.38,2446.25,8599.79,2036.2,716.75125,0.3,0.4,9
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00010Table.csv,27061.73,8462.53,2883.39,7929.09,2479.5,844.83327,0.3,0.55,10
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00011Table.csv,25358.77,10102.63,3349.95,7430.12,2960.1,981.53535,0.3,0.7,11
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00012Table.csv,24055.71,11804.03,3841.29,7048.32,3458.6,1125.49797,0.3,0.85,12
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00013Table.csv,42472.82,4064.14,1736.44,12444.54,1190.8,508.77692,0.5,0.1,13
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00014Table.csv,38514.01,5378.63,2143.72,11284.6,1575.9,628.10996,0.5,0.25,14
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00015Table.csv,35433.14,6730.8,2557.91,10381.91,1972.1,749.46763,0.5,0.4,15
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00016Table.csv,32870.93,8171.56,2990.07,9631.18,2394.3,876.09051,0.5,0.55,16
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00017Table.csv,30879.42,9711.41,3441.72,9047.67,2845.4,1008.42396,0.5,0.7,17
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00018Table.csv,29355.8,11321.28,3918.55,8601.25,3317.1,1148.13515,0.5,0.85,18
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00019Table.csv,48004.3,4066.28,1835.73,14065.26,1191.4,537.86889,0.7,0.1,19
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00020Table.csv,43661.45,5438.28,2288.02,12792.8,1593.4,670.38986,0.7,0.25,20
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00021Table.csv,40364.95,6828.43,2731.16,11826.93,2000.7,800.22988,0.7,0.4,21
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00022Table.csv,37735.25,8211.16,3159.02,11056.43,2405.9,925.59286,0.7,0.55,22
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00023Table.csv,35605.76,9682.22,3604.57,10432.49,2836.9,1056.13901,0.7,0.7,23
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00024Table.csv,33980.84,11198.64,4061.92,9956.39,3281.2,1190.14256,0.7,0.85,24
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00025Table.csv,52924.88,4069.34,1924.37,15506.99,1192.3,563.84041,0.9,0.1,25
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00026Table.csv,48217.44,5518.35,2424.52,14127.71,1616.9,710.38436,0.9,0.25,26
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00027Table.csv,44719.12,6944.41,2897.67,13102.7,2034.7,849.01731,0.9,0.4,27
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00028Table.csv,42032.03,8312.07,3325.76,12315.38,2435.4,974.44768,0.9,0.55,28
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00029Table.csv,39824.72,9711.29,3756.65,11668.64,2845.4,1100.69845,0.9,0.7,29
9.5,4A,Elec,BWI+elecres+slab+IECC_2018_para00030Table.csv,38154.84,11126.19,4189.31,11179.37,3260,1227.46783,0.9,0.85,30
