Run,Climate,System,Parametric,Heating [kBtuh]_92,Cooling [kBtuh]_92,Fan [kBtuh]_92,Heat [kW]_92,Cool [kW]_92,Fan [kW]_92,Demand [kW]_92,Heating [kBtuh]_95,Cooling [kBtuh]_95,Fan [kBtuh]_95,Heat [kW]_95,Cool [kW]_95,Fan [kW]_95,Demand [kW]_95,U,SHGC,Demand%Diff
35,7,Elec,DLH+elecres+slab+1990_para00035Table.csv,93.22,0,2.91,27.31,0,0.85263,28.16263,93.22,0,2.91,27.31,0,0.85263,28.16263,1.1,0.7,0
36,7,Elec,DLH+elecres+slab+1990_para00036Table.csv,93.21,0,2.91,27.31,0,0.85263,28.16263,93.21,0,2.91,27.31,0,0.85263,28.16263,1.1,0.85,0
1,7,Elec,DLH+elecres+slab+IECC_2006_para00001Table.csv,54.52,0,3.05,15.97,0,0.89365,16.86365,54.52,0,3.05,15.97,0,0.89365,16.86365,0.1,0.1,0
2,7,Elec,DLH+elecres+slab+IECC_2006_para00002Table.csv,54.52,0,1.63,15.97,0,0.47759,16.44759,54.52,0,1.63,15.97,0,0.47759,16.44759,0.1,0.25,0
3,7,Elec,DLH+elecres+slab+IECC_2006_para00003Table.csv,54.51,0,1.63,15.97,0,0.47759,16.44759,54.51,0,1.63,15.97,0,0.47759,16.44759,0.1,0.4,0
4,7,Elec,DLH+elecres+slab+IECC_2006_para00004Table.csv,54.51,0,1.63,15.97,0,0.47759,16.44759,54.51,0,1.63,15.97,0,0.47759,16.44759,0.1,0.55,0
5,7,Elec,DLH+elecres+slab+IECC_2006_para00005Table.csv,54.47,0,1.67,15.96,0,0.48931,16.44931,54.4,0,1.74,15.94,0,0.50982,16.44982,0.1,0.7,0.003100434
6,7,Elec,DLH+elecres+slab+IECC_2006_para00006Table.csv,54.11,0,2.02,15.85,0,0.59186,16.44186,54.14,0,1.99,15.86,0,0.58307,16.44307,0.1,0.85,0.007359265
7,7,Elec,DLH+elecres+slab+IECC_2006_para00007Table.csv,59.5,0,1.8,17.43,0,0.5274,17.9574,59.5,0,1.8,17.43,0,0.5274,17.9574,0.3,0.1,0
8,7,Elec,DLH+elecres+slab+IECC_2006_para00008Table.csv,59.5,0,0,17.43,0,0,17.43,59.5,0,0,17.43,0,0,17.43,0.3,0.25,0
9,7,Elec,DLH+elecres+slab+IECC_2006_para00009Table.csv,59.5,0,1.8,17.43,0,0.5274,17.9574,59.5,0,1.8,17.43,0,0.5274,17.9574,0.3,0.4,0
10,7,Elec,DLH+elecres+slab+IECC_2006_para00010Table.csv,59.49,0,1.8,17.43,0,0.5274,17.9574,59.49,0,1.8,17.43,0,0.5274,17.9574,0.3,0.55,0
11,7,Elec,DLH+elecres+slab+IECC_2006_para00011Table.csv,59.49,0,1.8,17.43,0,0.5274,17.9574,59.49,0,1.8,17.43,0,0.5274,17.9574,0.3,0.7,0
12,7,Elec,DLH+elecres+slab+IECC_2006_para00012Table.csv,59.24,0,2.04,17.36,0,0.59772,17.95772,59.28,0,2,17.37,0,0.586,17.956,0.3,0.85,-0.009578053
13,7,Elec,DLH+elecres+slab+IECC_2006_para00013Table.csv,63.88,0,1.94,18.72,0,0.56842,19.28842,63.88,0,1.94,18.72,0,0.56842,19.28842,0.5,0.1,0
14,7,Elec,DLH+elecres+slab+IECC_2006_para00014Table.csv,63.87,0,1.94,18.71,0,0.56842,19.27842,63.87,0,1.94,18.71,0,0.56842,19.27842,0.5,0.25,0
15,7,Elec,DLH+elecres+slab+IECC_2006_para00015Table.csv,63.87,0,1.94,18.71,0,0.56842,19.27842,63.87,0,1.94,18.71,0,0.56842,19.27842,0.5,0.4,0
16,7,Elec,DLH+elecres+slab+IECC_2006_para00016Table.csv,63.87,0,1.94,18.71,0,0.56842,19.27842,63.87,0,1.94,18.71,0,0.56842,19.27842,0.5,0.55,0
17,7,Elec,DLH+elecres+slab+IECC_2006_para00017Table.csv,63.86,0,1.94,18.71,0,0.56842,19.27842,63.86,0,1.94,18.71,0,0.56842,19.27842,0.5,0.7,0
18,7,Elec,DLH+elecres+slab+IECC_2006_para00018Table.csv,63.74,0,2.06,18.68,0,0.60358,19.28358,63.79,0,2.01,18.69,0,0.58893,19.27893,0.5,0.85,-0.02411378
19,7,Elec,DLH+elecres+slab+IECC_2006_para00019Table.csv,67.74,0,2.07,19.85,0,0.60651,20.45651,67.74,0,2.07,19.85,0,0.60651,20.45651,0.7,0.1,0
20,7,Elec,DLH+elecres+slab+IECC_2006_para00020Table.csv,67.74,0,2.07,19.85,0,0.60651,20.45651,67.74,0,2.07,19.85,0,0.60651,20.45651,0.7,0.25,0
21,7,Elec,DLH+elecres+slab+IECC_2006_para00021Table.csv,67.73,0,2.07,19.84,0,0.60651,20.44651,67.73,0,2.07,19.84,0,0.60651,20.44651,0.7,0.4,0
22,7,Elec,DLH+elecres+slab+IECC_2006_para00022Table.csv,67.73,0,2.07,19.84,0,0.60651,20.44651,67.73,0,2.07,19.84,0,0.60651,20.44651,0.7,0.55,0
23,7,Elec,DLH+elecres+slab+IECC_2006_para00023Table.csv,67.73,0,2.07,19.84,0,0.60651,20.44651,67.73,0,2.07,19.84,0,0.60651,20.44651,0.7,0.7,0
24,7,Elec,DLH+elecres+slab+IECC_2006_para00024Table.csv,67.69,0,2.1,19.83,0,0.6153,20.4453,67.72,0,2.07,19.84,0,0.60651,20.44651,0.7,0.85,0.005918231
25,7,Elec,DLH+elecres+slab+IECC_2006_para00025Table.csv,71.16,0,2.18,20.85,0,0.63874,21.48874,71.16,0,2.18,20.85,0,0.63874,21.48874,0.9,0.1,0
26,7,Elec,DLH+elecres+slab+IECC_2006_para00026Table.csv,71.16,0,2.18,20.85,0,0.63874,21.48874,71.16,0,2.18,20.85,0,0.63874,21.48874,0.9,0.25,0
27,7,Elec,DLH+elecres+slab+IECC_2006_para00027Table.csv,71.16,0,2.18,20.85,0,0.63874,21.48874,71.16,0,2.18,20.85,0,0.63874,21.48874,0.9,0.4,0
28,7,Elec,DLH+elecres+slab+IECC_2006_para00028Table.csv,71.16,0,2.18,20.85,0,0.63874,21.48874,71.16,0,2.18,20.85,0,0.63874,21.48874,0.9,0.55,0
29,7,Elec,DLH+elecres+slab+IECC_2006_para00029Table.csv,71.15,0,2.18,20.85,0,0.63874,21.48874,71.15,0,2.18,20.85,0,0.63874,21.48874,0.9,0.7,0
30,7,Elec,DLH+elecres+slab+IECC_2006_para00030Table.csv,71.15,0,2.18,20.85,0,0.63874,21.48874,71.15,0,2.18,20.85,0,0.63874,21.48874,0.9,0.85,0
31,7,Elec,DLH+elecres+slab+IECC_2006_para00031Table.csv,73.17,0,2.25,21.44,0,0.65925,22.09925,73.17,0,2.25,21.44,0,0.65925,22.09925,1.1,0.1,0
32,7,Elec,DLH+elecres+slab+IECC_2006_para00032Table.csv,73.17,0,2.25,21.44,0,0.65925,22.09925,73.17,0,2.25,21.44,0,0.65925,22.09925,1.1,0.25,0
33,7,Elec,DLH+elecres+slab+IECC_2006_para00033Table.csv,73.16,0,2.25,21.44,0,0.65925,22.09925,73.16,0,2.25,21.44,0,0.65925,22.09925,1.1,0.4,0
34,7,Elec,DLH+elecres+slab+IECC_2006_para00034Table.csv,73.16,0,2.25,21.44,0,0.65925,22.09925,73.16,0,2.25,21.44,0,0.65925,22.09925,1.1,0.55,0
35,7,Elec,DLH+elecres+slab+IECC_2006_para00035Table.csv,73.16,0,2.25,21.44,0,0.65925,22.09925,73.16,0,2.25,21.44,0,0.65925,22.09925,1.1,0.7,0
36,7,Elec,DLH+elecres+slab+IECC_2006_para00036Table.csv,73.15,0,2.25,21.43,0,0.65925,22.08925,73.15,0,2.25,21.43,0,0.65925,22.08925,1.1,0.85,0
1,7,Elec,DLH+elecres+slab+IECC_2018_para00001Table.csv,31.41,0,2.64,9.2,0,0.77352,9.97352,31.41,0,2.64,9.2,0,0.77352,9.97352,0.1,0.1,0
2,7,Elec,DLH+elecres+slab+IECC_2018_para00002Table.csv,31.4,0,0.88,9.2,0,0.25784,9.45784,31.4,0,0.88,9.2,0,0.25784,9.45784,0.1,0.25,0
3,7,Elec,DLH+elecres+slab+IECC_2018_para00003Table.csv,31.34,0,0.93,9.18,0,0.27249,9.45249,31.29,0,0.98,9.17,0,0.28714,9.45714,0.1,0.4,0.049193387
4,7,Elec,DLH+elecres+slab+IECC_2018_para00004Table.csv,31.12,0,1.14,9.12,0,0.33402,9.45402,31.04,0,1.21,9.09,0,0.35453,9.44453,0.1,0.55,-0.100380579
5,7,Elec,DLH+elecres+slab+IECC_2018_para00005Table.csv,30.86,0,1.39,9.04,0,0.40727,9.44727,30.8,0,1.44,9.02,0,0.42192,9.44192,0.1,0.7,-0.056630116
6,7,Elec,DLH+elecres+slab+IECC_2018_para00006Table.csv,30.54,0,1.69,8.95,0,0.49517,9.44517,30.57,0,1.66,8.96,0,0.48638,9.44638,0.1,0.85,0.012810781
7,7,Elec,DLH+elecres+slab+IECC_2018_para00007Table.csv,36.44,0,1.04,10.68,0,0.30472,10.98472,36.44,0,1.04,10.68,0,0.30472,10.98472,0.3,0.1,0
8,7,Elec,DLH+elecres+slab+IECC_2018_para00008Table.csv,36.43,0,0,10.67,0,0,10.67,36.43,0,0,10.67,0,0,10.67,0.3,0.25,0
9,7,Elec,DLH+elecres+slab+IECC_2018_para00009Table.csv,36.42,0,1.04,10.67,0,0.30472,10.97472,36.42,0,1.04,10.67,0,0.30472,10.97472,0.3,0.4,0
10,7,Elec,DLH+elecres+slab+IECC_2018_para00010Table.csv,36.28,0,1.17,10.63,0,0.34281,10.97281,36.21,0,1.25,10.61,0,0.36625,10.97625,0.3,0.55,0.031350219
11,7,Elec,DLH+elecres+slab+IECC_2018_para00011Table.csv,36.02,0,1.43,10.55,0,0.41899,10.96899,35.96,0,1.48,10.54,0,0.43364,10.97364,0.3,0.7,0.042392235
12,7,Elec,DLH+elecres+slab+IECC_2018_para00012Table.csv,35.69,0,1.74,10.46,0,0.50982,10.96982,35.72,0,1.71,10.47,0,0.50103,10.97103,0.3,0.85,0.011030263
13,7,Elec,DLH+elecres+slab+IECC_2018_para00013Table.csv,40.87,0,1.19,11.97,0,0.34867,12.31867,40.87,0,1.19,11.97,0,0.34867,12.31867,0.5,0.1,0
14,7,Elec,DLH+elecres+slab+IECC_2018_para00014Table.csv,40.86,0,1.19,11.97,0,0.34867,12.31867,40.86,0,1.19,11.97,0,0.34867,12.31867,0.5,0.25,0
15,7,Elec,DLH+elecres+slab+IECC_2018_para00015Table.csv,40.85,0,1.19,11.97,0,0.34867,12.31867,40.85,0,1.19,11.97,0,0.34867,12.31867,0.5,0.4,0
16,7,Elec,DLH+elecres+slab+IECC_2018_para00016Table.csv,40.82,0,1.21,11.96,0,0.35453,12.31453,40.75,0,1.28,11.94,0,0.37504,12.31504,0.5,0.55,0.004141449
17,7,Elec,DLH+elecres+slab+IECC_2018_para00017Table.csv,40.55,0,1.47,11.88,0,0.43071,12.31071,40.51,0,1.51,11.87,0,0.44243,12.31243,0.5,0.7,0.013971574
18,7,Elec,DLH+elecres+slab+IECC_2018_para00018Table.csv,40.22,0,1.78,11.78,0,0.52154,12.30154,40.27,0,1.74,11.8,0,0.50982,12.30982,0.5,0.85,0.067308646
19,7,Elec,DLH+elecres+slab+IECC_2018_para00019Table.csv,44.78,0,1.32,13.12,0,0.38676,13.50676,44.78,0,1.32,13.12,0,0.38676,13.50676,0.7,0.1,0
20,7,Elec,DLH+elecres+slab+IECC_2018_para00020Table.csv,44.78,0,1.32,13.12,0,0.38676,13.50676,44.78,0,1.32,13.12,0,0.38676,13.50676,0.7,0.25,0
21,7,Elec,DLH+elecres+slab+IECC_2018_para00021Table.csv,44.77,0,1.32,13.12,0,0.38676,13.50676,44.77,0,1.32,13.12,0,0.38676,13.50676,0.7,0.4,0
22,7,Elec,DLH+elecres+slab+IECC_2018_para00022Table.csv,44.76,0,1.32,13.11,0,0.38676,13.49676,44.74,0,1.34,13.11,0,0.39262,13.50262,0.7,0.55,0.043417828
23,7,Elec,DLH+elecres+slab+IECC_2018_para00023Table.csv,44.53,0,1.54,13.05,0,0.45122,13.50122,44.49,0,1.58,13.04,0,0.46294,13.50294,0.7,0.7,0.012739589
24,7,Elec,DLH+elecres+slab+IECC_2018_para00024Table.csv,44.22,0,1.84,12.96,0,0.53912,13.49912,44.25,0,1.8,12.97,0,0.5274,13.4974,0.7,0.85,-0.012741571
25,7,Elec,DLH+elecres+slab+IECC_2018_para00025Table.csv,48.27,0,1.43,14.14,0,0.41899,14.55899,48.27,0,1.43,14.14,0,0.41899,14.55899,0.9,0.1,0
26,7,Elec,DLH+elecres+slab+IECC_2018_para00026Table.csv,48.26,0,1.43,14.14,0,0.41899,14.55899,48.26,0,1.43,14.14,0,0.41899,14.55899,0.9,0.25,0
27,7,Elec,DLH+elecres+slab+IECC_2018_para00027Table.csv,48.25,0,1.43,14.14,0,0.41899,14.55899,48.25,0,1.43,14.14,0,0.41899,14.55899,0.9,0.4,0
28,7,Elec,DLH+elecres+slab+IECC_2018_para00028Table.csv,48.24,0,1.43,14.13,0,0.41899,14.54899,48.24,0,1.43,14.13,0,0.41899,14.54899,0.9,0.55,0
29,7,Elec,DLH+elecres+slab+IECC_2018_para00029Table.csv,48.05,0,1.62,14.08,0,0.47466,14.55466,48.03,0,1.63,14.07,0,0.47759,14.54759,0.9,0.7,-0.048575508
30,7,Elec,DLH+elecres+slab+IECC_2018_para00030Table.csv,47.77,0,1.88,14,0,0.55084,14.55084,47.8,0,1.86,14.01,0,0.54498,14.55498,0.9,0.85,0.028451966
31,7,Elec,DLH+elecres+slab+IECC_2018_para00031Table.csv,50.3,0,1.5,14.74,0,0.4395,15.1795,50.3,0,1.5,14.74,0,0.4395,15.1795,1.1,0.1,0
32,7,Elec,DLH+elecres+slab+IECC_2018_para00032Table.csv,50.3,0,1.5,14.74,0,0.4395,15.1795,50.3,0,1.5,14.74,0,0.4395,15.1795,1.1,0.25,0
33,7,Elec,DLH+elecres+slab+IECC_2018_para00033Table.csv,50.29,0,1.5,14.73,0,0.4395,15.1695,50.29,0,1.5,14.73,0,0.4395,15.1695,1.1,0.4,0
34,7,Elec,DLH+elecres+slab+IECC_2018_para00034Table.csv,50.28,0,1.5,14.73,0,0.4395,15.1695,50.28,0,1.5,14.73,0,0.4395,15.1695,1.1,0.55,0
35,7,Elec,DLH+elecres+slab+IECC_2018_para00035Table.csv,50.11,0,1.66,14.68,0,0.48638,15.16638,50.11,0,1.65,14.68,0,0.48345,15.16345,1.1,0.7,-0.019319046
36,7,Elec,DLH+elecres+slab+IECC_2018_para00036Table.csv,49.85,0,1.91,14.61,0,0.55963,15.16963,49.89,0,1.87,14.62,0,0.54791,15.16791,1.1,0.85,-0.011338444
1,7,Gas,DLH+gasfurnace+slab+1990_para00001Table.csv,0,6.51,3.82,0,1.9,1.11926,3.01926,0,6.58,3.82,0,1.9,1.11926,3.01926,0.1,0.1,0
2,7,Gas,DLH+gasfurnace+slab+1990_para00002Table.csv,0,7.25,1.71,0,2.1,0.50103,2.60103,0,7.34,1.73,0,2.2,0.50689,2.70689,0.1,0.25,4.069926145
3,7,Gas,DLH+gasfurnace+slab+1990_para00003Table.csv,0,7.8,1.89,0,2.3,0.55377,2.85377,0,8.06,1.95,0,2.4,0.57135,2.97135,0.1,0.4,4.120163853
4,7,Gas,DLH+gasfurnace+slab+1990_para00004Table.csv,0,8.48,2.1,0,2.5,0.6153,3.1153,0,8.79,2.18,0,2.6,0.63874,3.23874,0.1,0.55,3.962379225
5,7,Gas,DLH+gasfurnace+slab+1990_para00005Table.csv,0,9.32,2.35,0,2.7,0.68855,3.38855,0,9.34,2.35,0,2.7,0.68855,3.38855,0.1,0.7,0
6,7,Gas,DLH+gasfurnace+slab+1990_para00006Table.csv,0,10.05,2.57,0,2.9,0.75301,3.65301,0,9.95,2.54,0,2.9,0.74422,3.64422,0.1,0.85,-0.240623486
7,7,Gas,DLH+gasfurnace+slab+1990_para00007Table.csv,0,6.63,1.51,0,1.9,0.44243,2.34243,0,6.72,1.53,0,2,0.44829,2.44829,0.3,0.1,4.519238568
8,7,Gas,DLH+gasfurnace+slab+1990_para00008Table.csv,0,7.38,0,0,2.2,0,2.2,0,7.48,0,0,2.2,0,2.2,0.3,0.25,0
9,7,Gas,DLH+gasfurnace+slab+1990_para00009Table.csv,0,7.94,1.93,0,2.3,0.56549,2.86549,0,8.2,1.99,0,2.4,0.58307,2.98307,0.3,0.4,4.103312173
10,7,Gas,DLH+gasfurnace+slab+1990_para00010Table.csv,0,8.62,2.13,0,2.5,0.62409,3.12409,0,8.9,2.21,0,2.6,0.64753,3.24753,0.3,0.55,3.951230598
11,7,Gas,DLH+gasfurnace+slab+1990_para00011Table.csv,0,9.46,2.39,0,2.8,0.70027,3.50027,0,9.82,2.48,0,2.9,0.72664,3.62664,0.3,0.7,3.61029292
12,7,Gas,DLH+gasfurnace+slab+1990_para00012Table.csv,0,10.07,2.57,0,3,0.75301,3.75301,0,9.9,2.53,0,2.9,0.74129,3.64129,0.3,0.85,-2.976810613
13,7,Gas,DLH+gasfurnace+slab+1990_para00013Table.csv,0,6.74,1.54,0,2,0.45122,2.45122,0,6.84,1.55,0,2,0.45415,2.45415,0.5,0.1,0.119532315
14,7,Gas,DLH+gasfurnace+slab+1990_para00014Table.csv,0,7.49,1.77,0,2.2,0.51861,2.71861,0,7.59,1.79,0,2.2,0.52447,2.72447,0.5,0.25,0.21555133
15,7,Gas,DLH+gasfurnace+slab+1990_para00015Table.csv,0,8.06,1.95,0,2.4,0.57135,2.97135,0,8.3,2.01,0,2.4,0.58893,2.98893,0.5,0.4,0.59165026
16,7,Gas,DLH+gasfurnace+slab+1990_para00016Table.csv,0,8.76,2.17,0,2.6,0.63581,3.23581,0,9,2.23,0,2.6,0.65339,3.25339,0.5,0.55,0.543295187
17,7,Gas,DLH+gasfurnace+slab+1990_para00017Table.csv,0,9.57,2.41,0,2.8,0.70613,3.50613,0,9.69,2.45,0,2.8,0.71785,3.51785,0.5,0.7,0.33427169
18,7,Gas,DLH+gasfurnace+slab+1990_para00018Table.csv,0,10.33,2.64,0,3,0.77352,3.77352,0,10.33,2.64,0,3,0.77352,3.77352,0.5,0.85,0
19,7,Gas,DLH+gasfurnace+slab+1990_para00019Table.csv,0,6.86,1.57,0,2,0.46001,2.46001,0,6.94,1.58,0,2,0.46294,2.46294,0.7,0.1,0.119105207
20,7,Gas,DLH+gasfurnace+slab+1990_para00020Table.csv,0,7.66,1.81,0,2.2,0.53033,2.73033,0,7.73,1.83,0,2.3,0.53619,2.83619,0.7,0.25,3.877187007
21,7,Gas,DLH+gasfurnace+slab+1990_para00021Table.csv,0,8.27,2.01,0,2.4,0.58893,2.98893,0,8.46,2.06,0,2.5,0.60358,3.10358,0.7,0.4,3.835820846
22,7,Gas,DLH+gasfurnace+slab+1990_para00022Table.csv,0,9.01,2.23,0,2.6,0.65339,3.25339,0,9.17,2.27,0,2.7,0.66511,3.36511,0.7,0.55,3.433956581
23,7,Gas,DLH+gasfurnace+slab+1990_para00023Table.csv,0,9.75,2.46,0,2.9,0.72078,3.62078,0,9.86,2.49,0,2.9,0.72957,3.62957,0.7,0.7,0.242765371
24,7,Gas,DLH+gasfurnace+slab+1990_para00024Table.csv,0,10.77,2.76,0,3.2,0.80868,4.00868,0,10.77,2.76,0,3.2,0.80868,4.00868,0.7,0.85,0
25,7,Gas,DLH+gasfurnace+slab+1990_para00025Table.csv,0,6.96,1.59,0,2,0.46587,2.46587,0,7.04,1.6,0,2.1,0.4688,2.5688,0.9,0.1,4.174185987
26,7,Gas,DLH+gasfurnace+slab+1990_para00026Table.csv,0,7.8,1.85,0,2.3,0.54205,2.84205,0,7.84,1.85,0,2.3,0.54205,2.84205,0.9,0.25,0
27,7,Gas,DLH+gasfurnace+slab+1990_para00027Table.csv,0,8.46,2.05,0,2.5,0.60065,3.10065,0,8.59,2.09,0,2.5,0.61237,3.11237,0.9,0.4,0.377985261
28,7,Gas,DLH+gasfurnace+slab+1990_para00028Table.csv,0,9.25,2.29,0,2.7,0.67097,3.37097,0,9.3,2.31,0,2.7,0.67683,3.37683,0.9,0.55,0.173837204
29,7,Gas,DLH+gasfurnace+slab+1990_para00029Table.csv,0,9.94,2.51,0,2.9,0.73543,3.63543,0,9.99,2.53,0,2.9,0.74129,3.64129,0.9,0.7,0.161191386
30,7,Gas,DLH+gasfurnace+slab+1990_para00030Table.csv,0,10.79,2.77,0,3.2,0.81161,4.01161,0,10.76,2.76,0,3.2,0.80868,4.00868,0.9,0.85,-0.073038007
31,7,Gas,DLH+gasfurnace+slab+1990_para00031Table.csv,0,7.02,1.6,0,2.1,0.4688,2.5688,0,7.1,1.62,0,2.1,0.47466,2.57466,1.1,0.1,0.22812208
32,7,Gas,DLH+gasfurnace+slab+1990_para00032Table.csv,0,7.86,1.87,0,2.3,0.54791,2.84791,0,7.9,1.87,0,2.3,0.54791,2.84791,1.1,0.25,0
33,7,Gas,DLH+gasfurnace+slab+1990_para00033Table.csv,0,8.56,2.08,0,2.5,0.60944,3.10944,0,8.64,2.1,0,2.5,0.6153,3.1153,1.1,0.4,0.188458372
34,7,Gas,DLH+gasfurnace+slab+1990_para00034Table.csv,0,9.34,2.32,0,2.7,0.67976,3.37976,0,9.35,2.33,0,2.7,0.68269,3.38269,1.1,0.55,0.086692546
35,7,Gas,DLH+gasfurnace+slab+1990_para00035Table.csv,0,10.02,2.54,0,2.9,0.74422,3.64422,0,10.04,2.54,0,2.9,0.74422,3.64422,1.1,0.7,0
36,7,Gas,DLH+gasfurnace+slab+1990_para00036Table.csv,0,10.75,2.77,0,3.1,0.81161,3.91161,0,10.72,2.75,0,3.1,0.80575,3.90575,1.1,0.85,-0.149810436
1,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00001Table.csv,0,5.08,3.82,0,1.5,1.11926,2.61926,0,5.14,3.82,0,1.5,1.11926,2.61926,0.1,0.1,0
2,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00002Table.csv,0,5.83,1.36,0,1.7,0.39848,2.09848,0,5.93,1.39,0,1.7,0.40727,2.10727,0.1,0.25,0.418874614
3,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00003Table.csv,0,6.39,1.54,0,1.9,0.45122,2.35122,0,6.64,1.61,0,1.9,0.47173,2.37173,0.1,0.4,0.872313097
4,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00004Table.csv,0,6.91,1.71,0,2,0.50103,2.50103,0,6.94,1.71,0,2,0.50103,2.50103,0.1,0.55,0
5,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00005Table.csv,0,7.21,1.87,0,2.1,0.54791,2.64791,0,7.37,1.9,0,2.2,0.5567,2.7567,0.1,0.7,4.108523326
6,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00006Table.csv,0,8.74,2.24,0,2.6,0.65632,3.25632,0,8.62,2.21,0,2.5,0.64753,3.14753,0.1,0.85,-3.340887873
7,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00007Table.csv,0,5.23,1.16,0,1.5,0.33988,1.83988,0,5.29,1.19,0,1.5,0.34867,1.84867,0.3,0.1,0.477748549
8,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00008Table.csv,0,5.99,0,0,1.8,0,1.8,0,6.08,0,0,1.8,0,1.8,0.3,0.25,0
9,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00009Table.csv,0,6.56,1.58,0,1.9,0.46294,2.36294,0,6.8,1.65,0,2,0.48345,2.48345,0.3,0.4,5.100002539
10,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00010Table.csv,0,7.23,1.79,0,2.1,0.52447,2.62447,0,7.56,1.87,0,2.2,0.54791,2.74791,0.3,0.55,4.703425835
11,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00011Table.csv,0,7.24,1.87,0,2.1,0.54791,2.64791,0,7.38,1.9,0,2.2,0.5567,2.7567,0.3,0.7,4.108523326
12,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00012Table.csv,0,8.74,2.24,0,2.6,0.65632,3.25632,0,8.58,2.2,0,2.5,0.6446,3.1446,0.3,0.85,-3.430866745
13,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00013Table.csv,0,5.35,1.19,0,1.6,0.34867,1.94867,0,5.43,1.22,0,1.6,0.35746,1.95746,0.5,0.1,0.451076888
14,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00014Table.csv,0,6.13,1.43,0,1.8,0.41899,2.21899,0,6.21,1.46,0,1.8,0.42778,2.22778,0.5,0.25,0.396126166
15,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00015Table.csv,0,6.69,1.61,0,2,0.47173,2.47173,0,6.93,1.66,0,2,0.48638,2.48638,0.5,0.4,0.592702277
16,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00016Table.csv,0,7.39,1.83,0,2.2,0.53619,2.73619,0,7.64,1.88,0,2.2,0.55084,2.75084,0.5,0.55,0.535416035
17,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00017Table.csv,0,7.98,2.01,0,2.3,0.58893,2.88893,0,7.98,2.01,0,2.3,0.58893,2.88893,0.5,0.7,0
18,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00018Table.csv,0,8.74,2.24,0,2.6,0.65632,3.25632,0,8.55,2.19,0,2.5,0.64167,3.14167,0.5,0.85,-3.520845617
19,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00019Table.csv,0,5.48,1.23,0,1.6,0.36039,1.96039,0,5.56,1.25,0,1.6,0.36625,1.96625,0.7,0.1,0.298920113
20,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00020Table.csv,0,6.3,1.47,0,1.8,0.43071,2.23071,0,6.38,1.5,0,1.9,0.4395,2.3395,0.7,0.25,4.876922594
21,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00021Table.csv,0,6.93,1.67,0,2,0.48931,2.48931,0,7.11,1.71,0,2.1,0.50103,2.60103,0.7,0.4,4.487990648
22,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00022Table.csv,0,7.65,1.9,0,2.2,0.5567,2.7567,0,7.81,1.93,0,2.3,0.56549,2.86549,0.7,0.55,3.946385171
23,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00023Table.csv,0,8.44,2.13,0,2.5,0.62409,3.12409,0,8.44,2.13,0,2.5,0.62409,3.12409,0.7,0.7,0
24,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00024Table.csv,0,8.84,2.26,0,2.6,0.66218,3.26218,0,8.69,2.22,0,2.5,0.65046,3.15046,0.7,0.85,-3.424703726
25,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00025Table.csv,0,5.58,1.25,0,1.6,0.36625,1.96625,0,5.68,1.27,0,1.7,0.37211,2.07211,0.9,0.1,5.383852511
26,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00026Table.csv,0,6.45,1.51,0,1.9,0.44243,2.34243,0,6.51,1.52,0,1.9,0.44536,2.34536,0.9,0.25,0.125083781
27,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00027Table.csv,0,7.13,1.72,0,2.1,0.50396,2.60396,0,7.24,1.75,0,2.1,0.51275,2.61275,0.9,0.4,0.337562789
28,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00028Table.csv,0,7.92,1.96,0,2.3,0.57428,2.87428,0,7.96,1.98,0,2.3,0.58014,2.88014,0.9,0.55,0.203877145
29,7,Gas,DHL+gasfurnace+slab+IECC_2006_para00029Table.csv,0,8.67,2.19,0,2.5,0.64167,3.14167,0,8.82,2.23,0,2.6,0.65339,3.25339,0.9,0.7,3.556070498
