Run,Climate,System,Parametric,Heating [kBtu]_92,Cooling [kBtu]_92,Fan [kBtu]_92,Heat [kWh]_92,Cool [kWh]_92,Fan [kWh]_92,Heating [kBtu]_95,Cooling [kBtu]_95,Fan [kBtu]_95,Heat [kWh]_95,Cool [kWh]_95,Fan [kWh]_95,U,SHGC,Heat%Diff,Cool%Diff,Fan%Diff
32,5A,Elec,ORD+elecres+slab+IECC_2006_para00032Table.csv,105018.99,4910.36,4200.87,30770.56,1438.7,1230.85491,104860.3,4977.72,4208.15,30724.07,1458.5,1232.98795,1.1,0.25,-0.151106005,1.371793514,0.173297436
33,5A,Elec,ORD+elecres+slab+IECC_2006_para00033Table.csv,101309.38,6010.02,4382.29,29683.65,1760.9,1284.01097,100988.7,6152.2,4404.74,29589.69,1802.6,1290.58882,1.1,0.4,-0.316535349,2.365715921,0.512289237
34,5A,Elec,ORD+elecres+slab+IECC_2006_para00034Table.csv,97602.04,7323.75,4861.12,28597.4,2145.9,1424.30816,97658.37,7287.85,4841.12,28613.9,2135.3,1418.44816,1.1,0.55,0.057713958,-0.490186039,-0.411427819
35,5A,Elec,ORD+elecres+slab+IECC_2006_para00035Table.csv,94512.74,8509.76,5447.87,27692.23,2493.4,1596.22591,94529.23,8483.7,5431.13,27697.06,2485.7,1591.32109,1.1,0.7,0.017447383,-0.306236604,-0.307276055
36,5A,Elec,ORD+elecres+slab+IECC_2006_para00036Table.csv,91609.52,9820.15,6078.79,26841.59,2877.3,1781.08547,91847.6,9666.34,5996.09,26911.35,2832.2,1756.85437,1.1,0.85,0.259885654,-1.566269354,-1.360468119
1,5A,Elec,ORD+elecres+slab+IECC_2018_para00001Table.csv,43449.87,3132.53,1852.3,12730.81,917.8,542.7239,42920.87,3330.89,1884.19,12575.81,976,552.06767,0.1,0.1,-1.217495012,6.332261782,1.721643362
2,5A,Elec,ORD+elecres+slab+IECC_2018_para00002Table.csv,39574.38,4389.4,2325.73,11595.29,1286.1,681.43889,39129.36,4627.46,2401.72,11464.9,1355.8,703.70396,0.1,0.25,-1.124515406,5.423520299,3.267361216
3,5A,Elec,ORD+elecres+slab+IECC_2018_para00003Table.csv,37084.81,5357.36,2760.29,10865.85,1569.7,808.76497,36043.5,6018.35,2959.18,10560.75,1763.4,867.03974,0.1,0.4,-2.807915154,12.3379799,7.205402331
4,5A,Elec,ORD+elecres+slab+IECC_2018_para00004Table.csv,34460.15,6714.63,3303.63,10096.82,1967.4,967.96359,33443.49,7547.22,3568.76,9798.94,2211.3,1045.64668,0.1,0.55,-2.95024833,12.39964078,8.025414468
5,5A,Elec,ORD+elecres+slab+IECC_2018_para00005Table.csv,31797.51,8620.38,4019.51,9316.67,2525.8,1177.71643,31343.61,9108.07,4179.99,9183.68,2668.7,1224.73707,0.1,0.7,-1.427470264,5.657407214,3.992526452
6,5A,Elec,ORD+elecres+slab+IECC_2018_para00006Table.csv,29509.88,10901.73,4875.7,8646.39,3194.2,1428.5801,29635.45,10716.81,4811.26,8683.19,3140,1409.69918,0.1,0.85,0.425518504,-1.696244541,-1.321656378
7,5A,Elec,ORD+elecres+slab+IECC_2018_para00007Table.csv,53194.93,2989.01,2120.14,15586.11,875.8,621.20102,52585.69,3189.62,2150.27,15407.61,934.6,630.02911,0.3,0.1,-1.145297118,6.71158678,1.421132567
8,5A,Elec,ORD+elecres+slab+IECC_2018_para00008Table.csv,49110.64,4171.54,2458.44,14389.42,1222.3,720.32292,48602.83,4404.18,2536.49,14240.63,1290.4,743.19157,0.3,0.25,-1.034012181,5.576837331,3.174777501
9,5A,Elec,ORD+elecres+slab+IECC_2018_para00009Table.csv,46465.01,5067.14,2903.81,13614.25,1484.7,850.81633,45281.84,5710.69,3105.44,13267.58,1673.2,909.89392,0.3,0.4,-2.546367686,12.70045825,6.943636119
10,5A,Elec,ORD+elecres+slab+IECC_2018_para00010Table.csv,43509.16,6365.91,3454.09,12748.18,1865.2,1012.04837,42436.21,7092.98,3697.57,12433.81,2078.2,1083.38801,0.3,0.55,-2.46603244,11.42130505,7.049034623
11,5A,Elec,ORD+elecres+slab+IECC_2018_para00011Table.csv,40500.33,8167.49,4163.21,11866.6,2393.1,1219.82053,40044.1,8561.74,4305.22,11732.92,2508.6,1261.42946,0.3,0.7,-1.126484648,4.827064374,3.411069824
12,5A,Elec,ORD+elecres+slab+IECC_2018_para00012Table.csv,37835.22,10301.12,5011.23,11085.72,3018.2,1468.29039,38032.21,10075.25,4925.84,11143.44,2952,1443.27112,0.3,0.85,0.52065245,-2.192674195,-1.703972877
13,5A,Elec,ORD+elecres+slab+IECC_2018_para00013Table.csv,61666.95,2922.42,2368.25,18068.42,856.3,693.89725,61052.15,3110.91,2395.09,17888.28,911.5,701.76137,0.5,0.1,-0.996968392,6.449791611,1.133326296
14,5A,Elec,ORD+elecres+slab+IECC_2018_para00014Table.csv,57491.23,4037.83,2579.41,16844.93,1183.1,755.76713,57002.91,4239.66,2650.9,16701.85,1242.2,776.7137,0.5,0.25,-0.849381723,4.998476905,2.77156404
15,5A,Elec,ORD+elecres+slab+IECC_2018_para00015Table.csv,54709.22,4892.09,3029.53,16029.8,1433.4,887.65229,53520.57,5479.59,3222.14,15681.53,1605.5,944.08702,0.5,0.4,-2.172668519,12.00918217,6.357751863
16,5A,Elec,ORD+elecres+slab+IECC_2018_para00016Table.csv,51503.75,6183.74,3601.6,15090.6,1811.8,1055.2688,50469.47,6793.16,3813.97,14787.55,1990.4,1117.49321,0.5,0.55,-2.008164454,9.855200898,5.89654598
17,5A,Elec,ORD+elecres+slab+IECC_2018_para00017Table.csv,48254.58,7899.92,4313.8,14138.59,2314.7,1263.9434,47871.98,8183.83,4420.24,14026.49,2397.9,1295.13032,0.5,0.7,-0.792878106,3.593833862,2.467430108
18,5A,Elec,ORD+elecres+slab+IECC_2018_para00018Table.csv,45370.84,9891.38,5138.87,13293.66,2898.2,1505.68891,45655.29,9619.35,5032.21,13377,2818.5,1474.43753,0.5,0.85,0.626944531,-2.750172372,-2.075553575
19,5A,Elec,ORD+elecres+slab+IECC_2018_para00019Table.csv,68992.76,2911.29,2596.27,20214.88,853,760.70711,68374.89,3098.3,2622.64,20033.84,907.8,768.43352,0.7,0.1,-0.895557737,6.4236129,1.015687891
20,5A,Elec,ORD+elecres+slab+IECC_2018_para00020Table.csv,64424.71,4109.38,2774.37,18876.44,1204,812.89041,64048.84,4265.48,2809.37,18766.31,1249.8,823.14541,0.7,0.25,-0.583425211,3.798626557,1.261547667
21,5A,Elec,ORD+elecres+slab+IECC_2018_para00021Table.csv,61176.39,5106.97,3265.76,17924.68,1496.3,956.86768,60322.02,5519.66,3420.59,17674.35,1617.3,1002.23287,0.7,0.4,-1.396568186,8.080916865,4.74100975
22,5A,Elec,ORD+elecres+slab+IECC_2018_para00022Table.csv,57861.65,6421.73,3868.35,16953.46,1881.6,1133.42655,57230.18,6781.37,4011.92,16768.44,1986.9,1175.49256,0.7,0.55,-1.091344613,5.600360028,3.711401502
23,5A,Elec,ORD+elecres+slab+IECC_2018_para00023Table.csv,54858.52,7915.48,4527.68,16073.55,2319.2,1326.61024,54540.01,8133.13,4616.77,15980.22,2383,1352.71361,0.7,0.7,-0.580602612,2.74967532,1.967674394
24,5A,Elec,ORD+elecres+slab+IECC_2018_para00024Table.csv,52060.32,9681.98,5301.02,15253.67,2836.8,1553.19886,52277.87,9493.96,5214.95,15317.42,2781.7,1527.98035,0.7,0.85,0.417880643,-1.941958153,-1.623649788
25,5A,Elec,ORD+elecres+slab+IECC_2018_para00025Table.csv,75512.73,2911.37,2803.77,22125.23,853,821.50461,74911.53,3090.59,2828.83,21949.08,905.5,828.84719,0.9,0.1,-0.796157151,6.155864765,0.893796567
26,5A,Elec,ORD+elecres+slab+IECC_2018_para00026Table.csv,70494.22,4218.91,2995.41,20654.81,1236.1,877.65513,70277.23,4308.52,3010.13,20591.23,1262.4,881.96809,0.9,0.25,-0.30781247,2.124008334,0.491418537
27,5A,Elec,ORD+elecres+slab+IECC_2018_para00027Table.csv,66896.46,5327.89,3499.03,19600.66,1561.1,1025.21579,66368.54,5586.65,3609.27,19445.98,1636.9,1057.51611,0.9,0.4,-0.789159845,4.856706876,3.150587449
28,5A,Elec,ORD+elecres+slab+IECC_2018_para00028Table.csv,63379.73,6746.54,4162.37,18570.26,1976.7,1219.57441,63225.87,6826.54,4205.55,18525.18,2000.2,1232.22615,0.9,0.55,-0.242759002,1.185793014,1.037389756
29,5A,Elec,ORD+elecres+slab+IECC_2018_para00029Table.csv,60659.16,8023.91,4757.45,17773.13,2351,1393.93285,60486.26,8120.83,4804.11,17722.47,2379.4,1407.60423,0.9,0.7,-0.285035269,1.207889919,0.980777517
30,5A,Elec,ORD+elecres+slab+IECC_2018_para00030Table.csv,58126.19,9505.78,5435.96,17030.97,2785.2,1592.73628,58240.71,9412.28,5384.54,17064.53,2757.8,1577.67022,0.9,0.85,0.197019622,-0.983612076,-0.945923075
31,5A,Elec,ORD+elecres+slab+IECC_2018_para00031Table.csv,79263.35,2928.46,2927.81,23224.16,858,857.84833,78695.9,3098.88,2951.96,23057.9,908,864.92428,1.1,0.1,-0.715904639,5.819440935,0.824848607
32,5A,Elec,ORD+elecres+slab+IECC_2018_para00032Table.csv,74094.21,4270.23,3124.8,21709.6,1251.2,915.5664,73945,4334.58,3130.14,21665.89,1270,917.13102,1.1,0.25,-0.201378758,1.506944591,0.170890937
33,5A,Elec,ORD+elecres+slab+IECC_2018_para00033Table.csv,70348.6,5430.45,3629.79,20612.14,1591.1,1063.52847,70011.81,5586.42,3704.21,20513.46,1636.8,1085.33353,1.1,0.4,-0.478744424,2.872137668,2.050256351
34,5A,Elec,ORD+elecres+slab+IECC_2018_para00034Table.csv,66804.84,6833.01,4314.43,19573.82,2002.1,1264.12799,66854.97,6799.65,4295.83,19588.51,1992.3,1258.67819,1.1,0.55,0.075039473,-0.488218223,-0.43111141
35,5A,Elec,ORD+elecres+slab+IECC_2018_para00035Table.csv,64104.33,8066.04,4893.55,18782.57,2363.3,1433.81015,64118.26,8041.3,4877.85,18786.65,2356.1,1429.21005,1.1,0.7,0.021730201,-0.306718043,-0.320830481
36,5A,Elec,ORD+elecres+slab+IECC_2018_para00036Table.csv,61676.34,9427.37,5521.73,18071.17,2762.2,1617.86689,61873.48,9280.01,5441.97,18128.93,2719,1594.49721,1.1,0.85,0.319636347,-1.563108269,-1.444474829
1,5A,Gas,ORD+gasfurnace+slab+1990_para00001Table.csv,127276.03,5436.32,4199.92,37291.88,1592.8,1230.57656,126628.79,5637.78,4228.39,37102.24,1651.9,1238.91827,0.1,0.1,-0.508532518,3.705815699,0.677870055
2,5A,Gas,ORD+gasfurnace+slab+1990_para00002Table.csv,122660.62,6579.46,4385.75,35939.56,1927.8,1285.02475,122091.49,6804.06,4423.77,35772.81,1993.6,1296.16461,0.1,0.25,-0.463987545,3.413654008,0.866898478
3,5A,Gas,ORD+gasfurnace+slab+1990_para00003Table.csv,119459.03,7414.8,4654.42,35001.5,2172.5,1363.74506,117870.03,8030.48,4884.43,34535.92,2352.9,1431.13799,0.1,0.4,-1.330163153,8.303393214,4.941754289
4,5A,Gas,ORD+gasfurnace+slab+1990_para00004Table.csv,115477.53,8629.32,5247.78,33834.92,2528.4,1537.59954,113734.89,9393.91,5531.34,33324.32,2752.4,1620.68262,0.1,0.55,-1.509072804,8.860373703,5.403427735
5,5A,Gas,ORD+gasfurnace+slab+1990_para00005Table.csv,110914.59,10321.83,5988.92,32497.97,3024.3,1754.75356,110053.09,10765.08,6169.16,32245.56,3154.2,1807.56388,0.1,0.7,-0.776723784,4.294296651,3.00955765
6,5A,Gas,ORD+gasfurnace+slab+1990_para00006Table.csv,106504.01,12344.75,6889.62,31205.67,3617,2018.65866,106774.72,12167.67,6809.81,31284.99,3565.1,1995.27433,0.1,0.85,0.254178223,-1.434455943,-1.158409317
7,5A,Gas,ORD+gasfurnace+slab+1990_para00007Table.csv,139327.18,5317.61,4479.89,40822.86,1558.1,1312.60777,138603.83,5532.98,4507.05,40610.92,1621.2,1320.56565,0.3,0.1,-0.519173646,4.050127783,0.606264886
8,5A,Gas,ORD+gasfurnace+slab+1990_para00008Table.csv,134482.43,6457.62,4658.34,39403.35,1892.1,1364.89362,133866.02,6690.55,4691.12,39222.74,1960.3,1374.49816,0.3,0.25,-0.458357274,3.60705647,0.703684145
9,5A,Gas,ORD+gasfurnace+slab+1990_para00009Table.csv,131389,7228.97,4797.11,38496.98,2118.1,1405.55323,129732.26,7838.99,5003.05,38011.55,2296.8,1465.89365,0.3,0.4,-1.260942697,8.43854657,4.293001411
10,5A,Gas,ORD+gasfurnace+slab+1990_para00010Table.csv,127263.52,8413.12,5367.54,37288.21,2465,1572.68922,125589.09,9097.54,5627.97,36797.6,2665.6,1648.99521,0.3,0.55,-1.315718754,8.135150812,4.851943348
11,5A,Gas,ORD+gasfurnace+slab+1990_para00011Table.csv,122556.85,10037.87,6103.07,35909.16,2941.1,1788.19951,121775.22,10415.99,6259.25,35680.14,3051.9,1833.96025,0.3,0.7,-0.637769329,3.766934619,2.559039959
12,5A,Gas,ORD+gasfurnace+slab+1990_para00012Table.csv,117969.44,11961.74,6992.94,34565.05,3504.8,2048.93142,118333.59,11750.75,6887.38,34671.74,3443,2018.00234,0.3,0.85,0.308681638,-1.763873818,-1.509522461
13,5A,Gas,ORD+gasfurnace+slab+1990_para00013Table.csv,149709.8,5258.88,4729.58,43864.97,1540.9,1385.76694,148991.23,5466.46,4752.95,43654.43,1601.7,1392.61435,0.5,0.1,-0.479975259,3.947228307,0.494124214
14,5A,Gas,ORD+gasfurnace+slab+1990_para00014Table.csv,144723.25,6383.62,4903.12,42403.91,1870.4,1436.61416,144150.44,6590.71,4931.13,42236.08,1931.1,1444.82109,0.5,0.25,-0.395796805,3.244084078,0.571268906
15,5A,Gas,ORD+gasfurnace+slab+1990_para00015Table.csv,141566.22,7133.49,5033.69,41478.9,2090.1,1474.87117,140091.46,7674.65,5126.31,41046.8,2248.7,1502.00883,0.5,0.4,-1.041745693,7.586188528,1.840002066
16,5A,Gas,ORD+gasfurnace+slab+1990_para00016Table.csv,137421.97,8303.93,5486.27,40264.64,2433.1,1607.47711,135905.78,8884.11,5722.12,39820.39,2603,1676.58116,0.5,0.55,-1.103309755,6.986812268,4.298913469
17,5A,Gas,ORD+gasfurnace+slab+1990_para00017Table.csv,132637.34,9875.33,6226.54,38862.74,2893.5,1824.37622,132019.17,10145.05,6343.5,38681.62,2972.5,1858.6455,0.5,0.7,-0.466060312,2.7312505,1.878410803
18,5A,Gas,ORD+gasfurnace+slab+1990_para00018Table.csv,127989.48,11679.69,7090.53,37500.92,3422.1,2077.52529,128470.58,11437.34,6964.12,37641.88,3351.1,2040.48716,0.5,0.85,0.375890268,-2.074969456,-1.782800439
19,5A,Gas,ORD+gasfurnace+slab+1990_para00019Table.csv,158640.76,5250.47,4958.38,46481.74,1538.4,1452.80534,157924.21,5455.05,4981.87,46271.79,1598.3,1459.68791,0.7,0.1,-0.451680892,3.896413083,0.47374344
20,5A,Gas,ORD+gasfurnace+slab+1990_para00020Table.csv,153174.06,6474.49,5142.04,44880,1897,1506.61772,152714.35,6630.15,5164.78,44745.3,1942.6,1513.28054,0.7,0.25,-0.300122619,2.40420481,0.442236933
21,5A,Gas,ORD+gasfurnace+slab+1990_para00021Table.csv,149471.56,7376.14,5298.25,43795.17,2161.2,1552.38725,148443.43,7752.19,5365.32,43493.92,2271.4,1572.03876,0.7,0.4,-0.687843226,5.098194991,1.265889681
22,5A,Gas,ORD+gasfurnace+slab+1990_para00022Table.csv,145276.52,8561.62,5738.74,42566.02,2508.6,1681.45082,144356.01,8916.89,5909.13,42296.31,2612.6,1731.37509,0.7,0.55,-0.633626136,4.149565152,2.969118657
23,5A,Gas,ORD+gasfurnace+slab+1990_para00023Table.csv,140991.51,9956.87,6423.01,41310.51,2917.4,1881.94193,140494.93,10153.59,6528.98,41165.01,2975,1912.99114,0.7,0.7,-0.352205604,1.975721286,1.649849525
24,5A,Gas,ORD+gasfurnace+slab+1990_para00024Table.csv,136677.75,11553.59,7223.14,40046.58,3385.2,2116.38002,137024.7,11384.93,7130.85,40148.24,3335.8,2089.33905,0.7,0.85,0.253845267,-1.459806,-1.277699172
25,5A,Gas,ORD+gasfurnace+slab+1990_para00025Table.csv,166569.18,5248.57,5159.69,48804.77,1537.8,1511.78917,165873.43,5437.13,5183.68,48600.91,1593.1,1518.81824,0.9,0.1,-0.417694318,3.592597603,0.464950414
26,5A,Gas,ORD+gasfurnace+slab+1990_para00026Table.csv,160580.53,6588.1,5358.35,47050.1,1930.3,1569.99655,160311.17,6678.74,5375.6,46971.17,1956.9,1575.0508,0.9,0.25,-0.167741382,1.375813968,0.321927459
27,5A,Gas,ORD+gasfurnace+slab+1990_para00027Table.csv,156446.55,7618.54,5539.83,45838.84,2232.2,1623.17019,155836.88,7841.32,5582.56,45660.21,2297.5,1635.69008,0.9,0.4,-0.38969859,2.924182324,0.771323308
28,5A,Gas,ORD+gasfurnace+slab+1990_para00028Table.csv,152004.42,8912.58,6048.69,44537.3,2611.4,1772.26617,151790.25,8985.19,6092.03,44474.54,2632.7,1784.96479,0.9,0.55,-0.140897219,0.814691144,0.716518783
29,5A,Gas,ORD+gasfurnace+slab+1990_para00029Table.csv,148238.31,10087.57,6651.97,43433.82,2955.7,1949.02721,147985.09,10182.53,6700.51,43359.63,2983.5,1963.24943,0.9,0.7,-0.170819541,0.941356541,0.729708643
30,5A,Gas,ORD+gasfurnace+slab+1990_para00030Table.csv,144468.3,11448.06,7334.15,42329.21,3354.3,2148.90595,144651.13,11346.95,7278.25,42382.78,3324.7,2132.52725,0.9,0.85,0.126553715,-0.883206412,-0.762187847
31,5A,Gas,ORD+gasfurnace+slab+1990_para00031Table.csv,171128.4,5260.04,5280.87,50140.62,1541.2,1547.29491,170470.74,5441.21,5304.17,49947.93,1594.3,1554.12181,1.1,0.1,-0.384307923,3.444270386,0.441215179
32,5A,Gas,ORD+gasfurnace+slab+1990_para00032Table.csv,164971.78,6637.94,5486.2,48336.73,1944.9,1607.4566,164786.8,6694.73,5496.49,48282.53,1961.6,1610.47157,1.1,0.25,-0.112128268,0.855536507,0.187561518
33,5A,Gas,ORD+gasfurnace+slab+1990_para00033Table.csv,160658.62,7720.46,5674.54,47072.98,2262.1,1662.64022,160280.07,7854.23,5701.83,46962.06,2301.3,1670.63619,1.1,0.4,-0.235623834,1.732668779,0.480920039
34,5A,Gas,ORD+gasfurnace+slab+1990_para00034Table.csv,156227.86,9011.36,6188.23,45774.76,2640.3,1813.15139,156298.03,8972.42,6170.14,45795.32,2628.9,1807.85102,1.1,0.55,0.044915164,-0.432121234,-0.292329147
35,5A,Gas,ORD+gasfurnace+slab+1990_para00035Table.csv,152536.82,10149.04,6774.26,44693.29,2973.7,1984.85818,152560.34,10125.74,6761,44700.18,2966.8,1980.973,1.1,0.7,0.015419228,-0.229578364,-0.195740937
36,5A,Gas,ORD+gasfurnace+slab+1990_para00036Table.csv,148983.79,11399.91,7409.58,43652.25,3340.2,2171.00694,149292.46,11247.82,7322.04,43742.69,3295.6,2145.35772,1.1,0.85,0.207183614,-1.33413334,-1.181443483
1,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00001Table.csv,86842.06,4342.28,2925.69,25444.72,1272.3,857.22717,86169.28,4549.04,2957.49,25247.6,1332.9,866.54457,0.1,0.1,-0.774716767,4.761553838,1.086923085
2,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00002Table.csv,82123.97,5547.53,3119.89,24062.32,1625.4,914.12777,81550.86,5770.46,3163.64,23894.4,1690.7,926.94652,0.1,0.25,-0.69785959,4.01854519,1.40229303
3,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00003Table.csv,78726.68,6486.07,3543.65,23066.92,1900.4,1038.28945,77221.52,7119.1,3747.73,22625.91,2085.9,1098.08489,0.1,0.4,-1.911880445,9.759839163,5.759033765
4,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00004Table.csv,74865.09,7782.11,4106.41,21935.47,2280.2,1203.17813,73260.37,8599.37,4365.86,21465.29,2519.6,1279.19698,0.1,0.55,-2.143482363,10.50177908,6.31817086
5,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00005Table.csv,70629.68,9613.49,4828.54,20694.5,2816.8,1414.76222,69884.68,10080.18,4990.27,20476.21,2953.5,1462.14911,0.1,0.7,-1.05479736,4.854532537,3.349459671
6,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00006Table.csv,66719.93,11785.59,5681.22,19548.94,3453.2,1664.59746,66942.55,11601.35,5615.52,19614.17,3399.2,1645.34736,0.1,0.85,0.33366342,-1.56326497,-1.15644175
7,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00007Table.csv,99098.03,4187.63,3199.22,29035.72,1227,937.37146,98341.2,4396.13,3229.63,28813.97,1288.1,946.28159,0.3,0.1,-0.763718512,4.978949907,0.950544195
8,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00008Table.csv,94090.07,5368.74,3379.04,27568.39,1573,990.05872,93466.6,5598.67,3420.85,27385.71,1640.4,1002.30905,0.3,0.25,-0.66263103,4.282755358,1.237333681
9,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00009Table.csv,90777.63,6213.86,3659.42,26597.85,1820.7,1072.21006,89151.03,6855.58,3861.34,26121.25,2008.7,1131.37262,0.3,0.4,-1.791851142,10.32723621,5.517814298
10,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00010Table.csv,86668.44,7485.4,4226.71,25393.85,2193.2,1238.42603,85088.52,8196.84,4467.89,24930.94,2401.7,1309.09177,0.3,0.55,-1.822947315,9.504368504,5.706092919
11,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00011Table.csv,82161.67,9228.06,4942.48,24073.37,2703.8,1448.14664,81464.47,9612.25,5082.46,23869.09,2816.4,1489.16078,0.3,0.7,-0.848570873,4.163280256,2.832181415
12,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00012Table.csv,77980.4,11278.89,5788.91,22848.26,3304.7,1696.15063,78298.1,11052.51,5704.72,22941.34,3238.4,1671.48296,0.3,0.85,0.407410067,-2.007112402,-1.454332508
13,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00013Table.csv,109720.64,4105.78,3447.66,32148.15,1203,1010.16438,108960.96,4303.63,3475.31,31925.56,1261,1018.26583,0.5,0.1,-0.692376567,4.8188164,0.801993236
14,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00014Table.csv,104523.8,5266.52,3616.6,30625.47,1543.1,1059.6638,103936.81,5464.06,3651.09,30453.49,1601,1069.76937,0.5,0.25,-0.561585017,3.750863948,0.953658132
15,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00015Table.csv,101265.6,6053.78,3767.67,29670.82,1773.8,1103.92731,99673.27,6633.69,3956.35,29204.27,1943.7,1159.21055,0.5,0.4,-1.572429334,9.57930417,5.007869585
16,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00016Table.csv,96930.33,7323.06,4351.73,28400.59,2145.7,1275.05689,95481.84,7920.63,4566.02,27976.18,2320.7,1337.84386,0.5,0.55,-1.494361981,8.160113395,4.924248517
17,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00017Table.csv,92273.28,8990.68,5070.15,27036.07,2634.3,1485.55395,91707.05,9274.67,5176.06,26870.17,2717.5,1516.58558,0.5,0.7,-0.6136446,3.15871547,2.088892834
18,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00018Table.csv,87946.3,10918.89,5899.76,25768.27,3199.2,1728.62968,88375.95,10650.16,5789.26,25894.15,3120.5,1696.25318,0.5,0.85,0.488536755,-2.461147607,-1.872957544
19,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00019Table.csv,118891.8,4080.64,3676.63,34835.3,1195.6,1077.25259,118131.66,4276.11,3703.8,34612.58,1252.9,1085.2134,0.7,0.1,-0.639354438,4.790179972,0.738991957
20,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00020Table.csv,113182.62,5344.11,3853.48,33162.51,1565.8,1129.06964,112709.56,5499.92,3880.6,33023.9,1611.5,1137.0158,0.7,0.25,-0.417961698,2.915546274,0.703779441
21,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00021Table.csv,109373.31,6278.11,4017.4,32046.38,1839.5,1177.0982,108273.53,6682.65,4142.01,31724.14,1958,1213.60893,0.7,0.4,-1.00552868,6.443658999,3.101757356
22,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00022Table.csv,104969.72,7567.74,4602.36,30756.13,2217.3,1348.49148,104102.09,7935.62,4740.23,30501.91,2325.1,1388.88739,0.7,0.55,-0.826552648,4.861160664,2.995637021
23,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00023Table.csv,100751.58,9031.76,5268.04,29520.21,2646.3,1543.53572,100291.06,9242.96,5352.67,29385.28,2708.2,1568.33231,0.7,0.7,-0.457084643,2.338414661,1.606479829
24,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00024Table.csv,96645.97,10734.39,6042.68,28317.27,3145.2,1770.50524,96964.32,10558.73,5951.89,28410.55,3093.7,1743.90377,0.7,0.85,0.329398111,-1.63642275,-1.502479032
25,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00025Table.csv,127048.69,4072.96,3881.44,37225.27,1193.4,1137.26192,126311.39,4260.36,3907.24,37009.24,1248.3,1144.82132,0.9,0.1,-0.580328691,4.601076367,0.66470176
26,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00026Table.csv,120797.2,5453.56,4075.35,35393.58,1597.9,1194.07755,120519.15,5550.32,4083.42,35312.11,1626.2,1196.44206,0.9,0.25,-0.230179176,1.774253882,0.198019802
27,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00027Table.csv,116538.68,6504.13,4258.75,34145.83,1905.7,1247.81375,115894.76,6754.91,4323.85,33957.16,1979.2,1266.88805,0.9,0.4,-0.552537578,3.855703991,1.528617552
28,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00028Table.csv,111916.32,7904.42,4887.65,32791.48,2316,1432.08145,111707.48,7982.59,4931.09,32730.29,2338.9,1444.80937,0.9,0.55,-0.186603705,0.988940365,0.888770677
29,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00029Table.csv,108146.28,9154.06,5488.33,31686.86,2682.1,1608.08069,107902.5,9245.46,5534.27,31615.43,2708.9,1621.54111,0.9,0.7,-0.225416908,0.998464069,0.837048793
30,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00030Table.csv,104486.96,10586.87,6165.74,30614.68,3102,1806.56182,104650.54,10494.89,6113.03,30662.61,3075,1791.11779,0.9,0.85,0.156555421,-0.868812028,-0.854885221
31,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00031Table.csv,131739.8,4088.32,4005.84,38599.76,1197.9,1173.71112,131044.7,4262.59,4029.74,38396.1,1248.9,1180.71382,1.1,0.1,-0.527630982,4.262631105,0.596628922
32,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00032Table.csv,125311.58,5495.34,4203.45,36716.29,1610.1,1231.61085,125121.04,5566.59,4207.5,36660.46,1631,1232.7975,1.1,0.25,-0.152052987,1.29655308,0.096349427
33,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00033Table.csv,120863.93,6610.99,4395.49,35413.13,1937,1287.87857,120482.49,6760.39,4419.56,35301.37,1980.8,1294.93108,1.1,0.4,-0.31559457,2.259873332,0.547606751
